"FIPS","STATEFP","COUNTYFP","CD115FP"
"2002133","20","133","2"
"2002139","20","139","2"
"2002177","20","177","2"
"2002205","20","205","2"
"2002207","20","207","2"
"2003091","20","91","3"
"2003121","20","121","3"
"2003209","20","209","3"
"2004007","20","7","4"
"2004015","20","15","4"
"2004019","20","19","4"
"2004033","20","33","4"
"2004035","20","35","4"
"2004047","20","47","4"
"2004049","20","49","4"
"2004073","20","73","4"
"2004077","20","77","4"
"2004079","20","79","4"
"2004095","20","95","4"
"2004097","20","97","4"
"2004145","20","145","4"
"2004151","20","151","4"
"2004173","20","173","4"
"2004185","20","185","4"
"2004191","20","191","4"
"2101001","21","1","1"
"2101003","21","3","1"
"2101007","21","7","1"
"2101033","21","33","1"
"2101035","21","35","1"
"2101039","21","39","1"
"2101045","21","45","1"
"2101047","21","47","1"
"2101053","21","53","1"
"2101055","21","55","1"
"2101057","21","57","1"
"2101075","21","75","1"
"2101083","21","83","1"
"2101101","21","101","1"
"2101105","21","105","1"
"2101107","21","107","1"
"2101139","21","139","1"
"2101141","21","141","1"
"2101143","21","143","1"
"2101145","21","145","1"
"2101149","21","149","1"
"2101155","21","155","1"
"2101157","21","157","1"
"2101169","21","169","1"
"2101171","21","171","1"
"2101177","21","177","1"
"2101183","21","183","1"
"2101207","21","207","1"
"2101213","21","213","1"
"2101217","21","217","1"
"2101219","21","219","1"
"2101221","21","221","1"
"2101225","21","225","1"
"2101229","21","229","1"
"2101233","21","233","1"
"2102009","21","9","2"
"2102021","21","21","2"
"2102027","21","27","2"
"2102029","21","29","2"
"2102031","21","31","2"
"2102059","21","59","2"
"2102061","21","61","2"
"2102079","21","79","2"
"2102085","21","85","2"
"2102087","21","87","2"
"2102091","21","91","2"
"2102093","21","93","2"
"2102099","21","99","2"
"2102113","21","113","2"
"2102123","21","123","2"
"2102163","21","163","2"
"2102167","21","167","2"
"2102179","21","179","2"
"2102215","21","215","2"
"2102227","21","227","2"
"2102229","21","229","2"
"2103111","21","111","3"
"2104015","21","15","4"
"2104019","21","19","4"
"2104023","21","23","4"
"2104037","21","37","4"
"2104041","21","41","4"
"2104077","21","77","4"
"2104081","21","81","4"
"2104089","21","89","4"
"2104097","21","97","4"
"2104103","21","103","4"
"2104111","21","111","4"
"2104117","21","117","4"
"2104135","21","135","4"
"2104161","21","161","4"
"2104185","21","185","4"
"2104187","21","187","4"
"2104191","21","191","4"
"2104211","21","211","4"
"2104215","21","215","4"
"2104223","21","223","4"
"2105013","21","13","5"
"2105019","21","19","5"
"2105025","21","25","5"
"2105043","21","43","5"
"2105051","21","51","5"
"2105063","21","63","5"
"2105071","21","71","5"
"2105095","21","95","5"
"2105109","21","109","5"
"2105115","21","115","5"
"2105119","21","119","5"
"2105121","21","121","5"
"2105125","21","125","5"
"2105127","21","127","5"
"2105129","21","129","5"
"2105131","21","131","5"
"2105133","21","133","5"
"2105137","21","137","5"
"2105147","21","147","5"
"2105153","21","153","5"
"2105159","21","159","5"
"2105175","21","175","5"
"2105189","21","189","5"
"2105193","21","193","5"
"2105195","21","195","5"
"2105199","21","199","5"
"2105203","21","203","5"
"2105205","21","205","5"
"2105231","21","231","5"
"2105235","21","235","5"
"2106005","21","5","6"
"2106011","21","11","6"
"2106017","21","17","6"
"2106049","21","49","6"
"2106065","21","65","6"
"2106067","21","67","6"
"2106069","21","69","6"
"2106073","21","73","6"
"2106097","21","97","6"
"2106113","21","113","6"
"2106151","21","151","6"
"2106165","21","165","6"
"2106173","21","173","6"
"2106181","21","181","6"
"2106197","21","197","6"
"2106201","21","201","6"
"2106209","21","209","6"
"2106237","21","237","6"
"2106239","21","239","6"
"2201051","22","51","1"
"2201057","22","57","1"
"2201071","22","71","1"
"2201075","22","75","1"
"2201087","22","87","1"
"2201103","22","103","1"
"2201105","22","105","1"
"2201109","22","109","1"
"2202005","22","5","2"
"2202007","22","7","2"
"2202033","22","33","2"
"2202047","22","47","2"
"2202051","22","51","2"
"2202071","22","71","2"
"2202089","22","89","2"
"2202093","22","93","2"
"2202095","22","95","2"
"2202121","22","121","2"
"2203001","22","1","3"
"2203019","22","19","3"
"2203023","22","23","3"
"2203045","22","45","3"
"2203053","22","53","3"
"2203055","22","55","3"
"2203097","22","97","3"
"2203099","22","99","3"
"2203101","22","101","3"
"2203113","22","113","3"
"2204003","22","3","4"
"2204011","22","11","4"
"2204013","22","13","4"
"2204015","22","15","4"
"2204017","22","17","4"
"2204027","22","27","4"
"2204031","22","31","4"
"2204039","22","39","4"
"2204069","22","69","4"
"2204081","22","81","4"
"2204085","22","85","4"
"2204097","22","97","4"
"2204111","22","111","4"
"2204115","22","115","4"
"2204119","22","119","4"
"2205009","22","9","5"
"2205021","22","21","5"
"2205025","22","25","5"
"2205029","22","29","5"
"2205035","22","35","5"
"2205037","22","37","5"
"2205041","22","41","5"
"2205043","22","43","5"
"2205049","22","49","5"
"2205059","22","59","5"
"2205061","22","61","5"
"2205065","22","65","5"
"2205067","22","67","5"
"2205073","22","73","5"
"2205079","22","79","5"
"2205083","22","83","5"
"2205091","22","91","5"
"2205097","22","97","5"
"2205105","22","105","5"
"2205107","22","107","5"
"2205117","22","117","5"
"2205123","22","123","5"
"2205125","22","125","5"
"2205127","22","127","5"
"2206005","22","5","6"
"2206007","22","7","6"
"2206033","22","33","6"
"2206037","22","37","6"
"2206047","22","47","6"
"2206057","22","57","6"
"2206063","22","63","6"
"2206077","22","77","6"
"2206089","22","89","6"
"2206091","22","91","6"
"2206095","22","95","6"
"2206109","22","109","6"
"2206121","22","121","6"
"2301005","23","5","1"
"2301011","23","11","1"
"2301013","23","13","1"
"2301015","23","15","1"
"2301023","23","23","1"
"2301031","23","31","1"
"2302001","23","1","2"
"2302003","23","3","2"
"2302007","23","7","2"
"2302009","23","9","2"
"2302011","23","11","2"
"2302017","23","17","2"
"2302019","23","19","2"
"2302021","23","21","2"
"2302025","23","25","2"
"2302027","23","27","2"
"2302029","23","29","2"
"2401005","24","5","1"
"2401011","24","11","1"
"2401013","24","13","1"
"2401015","24","15","1"
"2401019","24","19","1"
"2401025","24","25","1"
"2401029","24","29","1"
"2401035","24","35","1"
"2401039","24","39","1"
"2401041","24","41","1"
"2401045","24","45","1"
"2401047","24","47","1"
"2402003","24","3","2"
"2402005","24","5","2"
"2402025","24","25","2"
"2402027","24","27","2"
"2402510","24","510","2"
"2403003","24","3","3"
"2403005","24","5","3"
"2403027","24","27","3"
"2403031","24","31","3"
"2403510","24","510","3"
"2404003","24","3","4"
"2404033","24","33","4"
"2405003","24","3","5"
"2405009","24","9","5"
"2405017","24","17","5"
"2405033","24","33","5"
"2405037","24","37","5"
"2406001","24","1","6"
"2406021","24","21","6"
"2406023","24","23","6"
"2406031","24","31","6"
"2406043","24","43","6"
"2407005","24","5","7"
"2407027","24","27","7"
"2407510","24","510","7"
"2408013","24","13","8"
"2408021","24","21","8"
"2408031","24","31","8"
"2501003","25","3","1"
"2501011","25","11","1"
"2501013","25","13","1"
"2501015","25","15","1"
"2501027","25","27","1"
"2502011","25","11","2"
"2502013","25","13","2"
"2502015","25","15","2"
"2502021","25","21","2"
"2502027","25","27","2"
"2503009","25","9","3"
"2503017","25","17","3"
"2503027","25","27","3"
"2504005","25","5","4"
"2504017","25","17","4"
"2504021","25","21","4"
"2504023","25","23","4"
"2504027","25","27","4"
"2505017","25","17","5"
"2505025","25","25","5"
"2505027","25","27","5"
"2506009","25","9","6"
"2506017","25","17","6"
"2507017","25","17","7"
"2507021","25","21","7"
"2507025","25","25","7"
"2508005","25","5","8"
"2508021","25","21","8"
"2508023","25","23","8"
"2508025","25","25","8"
"2509001","25","1","9"
"2509005","25","5","9"
"2509007","25","7","9"
"2509019","25","19","9"
"2509023","25","23","9"
"2601001","26","1","1"
"2601003","26","3","1"
"2601007","26","7","1"
"2601009","26","9","1"
"2601013","26","13","1"
"2601019","26","19","1"
"2601029","26","29","1"
"2601031","26","31","1"
"2601033","26","33","1"
"2601039","26","39","1"
"2601041","26","41","1"
"2601043","26","43","1"
"2601047","26","47","1"
"2601053","26","53","1"
"2601055","26","55","1"
"2601061","26","61","1"
"2601071","26","71","1"
"2601079","26","79","1"
"2601083","26","83","1"
"2601089","26","89","1"
"2601095","26","95","1"
"2601097","26","97","1"
"2601101","26","101","1"
"2601103","26","103","1"
"2601105","26","105","1"
"2601109","26","109","1"
"2601119","26","119","1"
"2601131","26","131","1"
"2601135","26","135","1"
"2601137","26","137","1"
"2601141","26","141","1"
"2601153","26","153","1"
"2602005","26","5","2"
"2602081","26","81","2"
"2602085","26","85","2"
"2602105","26","105","2"
"2602121","26","121","2"
"2602123","26","123","2"
"2602127","26","127","2"
"2602139","26","139","2"
"2603015","26","15","3"
"2603025","26","25","3"
"2603067","26","67","3"
"2603081","26","81","3"
"2603117","26","117","3"
"2604035","26","35","4"
"2604037","26","37","4"
"2604051","26","51","4"
"2604057","26","57","4"
"2604073","26","73","4"
"2604107","26","107","4"
"2604111","26","111","4"
"2604113","26","113","4"
"2604117","26","117","4"
"2604129","26","129","4"
"2604133","26","133","4"
"2604143","26","143","4"
"2604145","26","145","4"
"2604155","26","155","4"
"2604165","26","165","4"
"2605011","26","11","5"
"2605017","26","17","5"
"2605049","26","49","5"
"2605069","26","69","5"
"2605145","26","145","5"
"2605157","26","157","5"
"2606005","26","5","6"
"2606021","26","21","6"
"2606027","26","27","6"
"2606077","26","77","6"
"2606149","26","149","6"
"2606159","26","159","6"
"2607023","26","23","7"
"2607045","26","45","7"
"2607059","26","59","7"
"2607075","26","75","7"
"2607091","26","91","7"
"2607115","26","115","7"
"2607161","26","161","7"
"2608065","26","65","8"
"2608093","26","93","8"
"2608125","26","125","8"
"2609099","26","99","9"
"2609125","26","125","9"
"2610063","26","63","10"
"2610087","26","87","10"
"2610099","26","99","10"
"2610147","26","147","10"
"2610151","26","151","10"
"2610157","26","157","10"
"2611125","26","125","11"
"2611163","26","163","11"
"2612161","26","161","12"
"2612163","26","163","12"
"2613163","26","163","13"
"2614125","26","125","14"
"2614163","26","163","14"
"2701013","27","13","1"
"2701015","27","15","1"
"2701033","27","33","1"
"2701039","27","39","1"
"2701043","27","43","1"
"2701045","27","45","1"
"2701047","27","47","1"
"2701055","27","55","1"
"2701063","27","63","1"
"2701079","27","79","1"
"2701091","27","91","1"
"2701099","27","99","1"
"2701103","27","103","1"
"2701105","27","105","1"
"2701109","27","109","1"
"2701131","27","131","1"
"2701133","27","133","1"
"2701147","27","147","1"
"2701161","27","161","1"
"2701165","27","165","1"
"2701169","27","169","1"
"2702037","27","37","2"
"2702049","27","49","2"
"2702131","27","131","2"
"2702139","27","139","2"
"2702157","27","157","2"
"2702163","27","163","2"
"2703003","27","3","3"
"2703019","27","19","3"
"2703053","27","53","3"
"2704123","27","123","4"
"2704163","27","163","4"
"2705003","27","3","5"
"2705053","27","53","5"
"2705123","27","123","5"
"2706003","27","3","6"
"2706009","27","9","6"
"2706019","27","19","6"
"2706053","27","53","6"
"2706141","27","141","6"
"2706145","27","145","6"
"2706163","27","163","6"
"2706171","27","171","6"
"2707005","27","5","7"
"2707007","27","7","7"
"2707011","27","11","7"
"2707023","27","23","7"
"2707027","27","27","7"
"2707029","27","29","7"
"2707033","27","33","7"
"2707041","27","41","7"
"2707051","27","51","7"
"2707067","27","67","7"
"2707069","27","69","7"
"2707073","27","73","7"
"2707077","27","77","7"
"2707081","27","81","7"
"2707083","27","83","7"
"2707085","27","85","7"
"2707087","27","87","7"
"2707089","27","89","7"
"2707093","27","93","7"
"2707101","27","101","7"
"2707107","27","107","7"
"2707111","27","111","7"
"2707113","27","113","7"
"2707117","27","117","7"
"2707119","27","119","7"
"2707121","27","121","7"
"2707125","27","125","7"
"2707127","27","127","7"
"2707129","27","129","7"
"2707135","27","135","7"
"2707143","27","143","7"
"2707145","27","145","7"
"2707149","27","149","7"
"2707151","27","151","7"
"2707153","27","153","7"
"2707155","27","155","7"
"2707167","27","167","7"
"2707173","27","173","7"
"2708001","27","1","8"
"2708007","27","7","8"
"2708017","27","17","8"
"2708021","27","21","8"
"2708025","27","25","8"
"2708031","27","31","8"
"2708035","27","35","8"
"2708057","27","57","8"
"2708059","27","59","8"
"2708061","27","61","8"
"2708065","27","65","8"
"2708071","27","71","8"
"2708075","27","75","8"
"2708095","27","95","8"
"2708097","27","97","8"
"2708115","27","115","8"
"2708137","27","137","8"
"2708159","27","159","8"
"2801003","28","3","1"
"2801009","28","9","1"
"2801013","28","13","1"
"2801017","28","17","1"
"2801019","28","19","1"
"2801025","28","25","1"
"2801033","28","33","1"
"2801057","28","57","1"
"2801071","28","71","1"
"2801081","28","81","1"
"2801087","28","87","1"
"2801093","28","93","1"
"2801095","28","95","1"
"2801105","28","105","1"
"2801115","28","115","1"
"2801117","28","117","1"
"2801137","28","137","1"
"2801139","28","139","1"
"2801141","28","141","1"
"2801145","28","145","1"
"2801155","28","155","1"
"2801159","28","159","1"
"2802007","28","7","2"
"2802011","28","11","2"
"2802015","28","15","2"
"2802021","28","21","2"
"2802027","28","27","2"
"2802029","28","29","2"
"2802043","28","43","2"
"2802049","28","49","2"
"2802051","28","51","2"
"2802053","28","53","2"
"2802055","28","55","2"
"2802063","28","63","2"
"2802079","28","79","2"
"2802083","28","83","2"
"2802089","28","89","2"
"2802097","28","97","2"
"2802107","28","107","2"
"2802119","28","119","2"
"2802125","28","125","2"
"2802133","28","133","2"
"2802135","28","135","2"
"2802143","28","143","2"
"2802149","28","149","2"
"2802151","28","151","2"
"2802161","28","161","2"
"2802163","28","163","2"
"2803001","28","1","3"
"2803005","28","5","3"
"2803023","28","23","3"
"2803031","28","31","3"
"2803037","28","37","3"
"2803049","28","49","3"
"2803061","28","61","3"
"2803065","28","65","3"
"2803069","28","69","3"
"2803075","28","75","3"
"2803077","28","77","3"
"2803085","28","85","3"
"2803089","28","89","3"
"2803099","28","99","3"
"2803101","28","101","3"
"2803103","28","103","3"
"2803105","28","105","3"
"2803113","28","113","3"
"2803121","28","121","3"
"2803123","28","123","3"
"2803127","28","127","3"
"2803129","28","129","3"
"2803147","28","147","3"
"2803157","28","157","3"
"2804023","28","23","4"
"2804035","28","35","4"
"2804039","28","39","4"
"2804041","28","41","4"
"2804045","28","45","4"
"2804047","28","47","4"
"2804059","28","59","4"
"2804067","28","67","4"
"2804073","28","73","4"
"2804091","28","91","4"
"2804109","28","109","4"
"2804111","28","111","4"
"2804131","28","131","4"
"2804153","28","153","4"
"2901189","29","189","1"
"2901510","29","510","1"
"2902099","29","99","2"
"2902183","29","183","2"
"2902189","29","189","2"
"2903027","29","27","3"
"2903029","29","29","3"
"2903051","29","51","3"
"2903071","29","71","3"
"2903073","29","73","3"
"2903099","29","99","3"
"2903113","29","113","3"
"2903125","29","125","3"
"2903131","29","131","3"
"2903139","29","139","3"
"2903151","29","151","3"
"2903183","29","183","3"
"2903219","29","219","3"
"2904007","29","7","4"
"2904011","29","11","4"
"2904013","29","13","4"
"2904015","29","15","4"
"2904019","29","19","4"
"2904029","29","29","4"
"2904037","29","37","4"
"2904039","29","39","4"
"2904053","29","53","4"
"2904057","29","57","4"
"2904059","29","59","4"
"2904083","29","83","4"
"2904085","29","85","4"
"2904089","29","89","4"
"2904101","29","101","4"
"2904105","29","105","4"
"2904135","29","135","4"
"2904141","29","141","4"
"2904159","29","159","4"
"2904169","29","169","4"
"2904175","29","175","4"
"2904185","29","185","4"
"2904217","29","217","4"
"2904225","29","225","4"
"2905047","29","47","5"
"2905095","29","95","5"
"2905107","29","107","5"
"2905177","29","177","5"
"2905195","29","195","5"
"2906001","29","1","6"
"2906003","29","3","6"
"2906005","29","5","6"
"2906007","29","7","6"
"2906021","29","21","6"
"2906025","29","25","6"
"2906033","29","33","6"
"2906041","29","41","6"
"2906045","29","45","6"
"2906047","29","47","6"
"2906049","29","49","6"
"2906061","29","61","6"
"2906063","29","63","6"
"2906075","29","75","6"
"2906079","29","79","6"
"2906081","29","81","6"
"2906087","29","87","6"
"2906095","29","95","6"
"2906103","29","103","6"
"2906111","29","111","6"
"2906115","29","115","6"
"2906117","29","117","6"
"2906121","29","121","6"
"2906127","29","127","6"
"2906129","29","129","6"
"2906137","29","137","6"
"2906147","29","147","6"
"2906163","29","163","6"
"2906165","29","165","6"
"2906171","29","171","6"
"2906173","29","173","6"
"2906197","29","197","6"
"2906199","29","199","6"
"2906205","29","205","6"
"2906211","29","211","6"
"2906227","29","227","6"
"2907009","29","9","7"
"2907043","29","43","7"
"2907077","29","77","7"
"2907097","29","97","7"
"2907109","29","109","7"
"2907119","29","119","7"
"2907145","29","145","7"
"2907167","29","167","7"
"2907209","29","209","7"
"2907213","29","213","7"
"2907225","29","225","7"
"2908017","29","17","8"
"2908023","29","23","8"
"2908031","29","31","8"
"2908035","29","35","8"
"2908055","29","55","8"
"2908065","29","65","8"
"2908067","29","67","8"
"2908069","29","69","8"
"2908091","29","91","8"
"2908093","29","93","8"
"2908099","29","99","8"
"2908123","29","123","8"
"2908133","29","133","8"
"2908143","29","143","8"
"2908149","29","149","8"
"2908153","29","153","8"
"2908155","29","155","8"
"2908157","29","157","8"
"2908161","29","161","8"
"2908179","29","179","8"
"2908181","29","181","8"
"2908186","29","186","8"
"2908187","29","187","8"
"2908201","29","201","8"
"2908203","29","203","8"
"2908207","29","207","8"
"2908215","29","215","8"
"2908221","29","221","8"
"2908223","29","223","8"
"2908229","29","229","8"
"3000001","30","1","0"
"3000003","30","3","0"
"3000005","30","5","0"
"3000007","30","7","0"
"3000009","30","9","0"
"3000011","30","11","0"
"3000013","30","13","0"
"3000015","30","15","0"
"3000017","30","17","0"
"3000019","30","19","0"
"3000021","30","21","0"
"3000023","30","23","0"
"3000025","30","25","0"
"3000027","30","27","0"
"3000029","30","29","0"
"3000031","30","31","0"
"3000033","30","33","0"
"3000035","30","35","0"
"3000037","30","37","0"
"3000039","30","39","0"
"3000041","30","41","0"
"3000043","30","43","0"
"3000045","30","45","0"
"3000047","30","47","0"
"3000049","30","49","0"
"3000051","30","51","0"
"3000053","30","53","0"
"3000055","30","55","0"
"3000057","30","57","0"
"3000059","30","59","0"
"3000061","30","61","0"
"3000063","30","63","0"
"3000065","30","65","0"
"3000067","30","67","0"
"3000069","30","69","0"
"3000071","30","71","0"
"3000073","30","73","0"
"3000075","30","75","0"
"3000077","30","77","0"
"3000079","30","79","0"
"3000081","30","81","0"
"3000083","30","83","0"
"3000085","30","85","0"
"3000087","30","87","0"
"3000089","30","89","0"
"3000091","30","91","0"
"3000093","30","93","0"
"3000095","30","95","0"
"3000097","30","97","0"
"3000099","30","99","0"
"3000101","30","101","0"
"3000103","30","103","0"
"3000105","30","105","0"
"3000107","30","107","0"
"3000109","30","109","0"
"3000111","30","111","0"
"3101021","31","21","1"
"3101023","31","23","1"
"3101025","31","25","1"
"3101037","31","37","1"
"3101039","31","39","1"
"3101051","31","51","1"
"3101053","31","53","1"
"3101109","31","109","1"
"3101119","31","119","1"
"3101131","31","131","1"
"3101141","31","141","1"
"3101143","31","143","1"
"3101153","31","153","1"
"3101155","31","155","1"
"3101159","31","159","1"
"3101167","31","167","1"
"3101173","31","173","1"
"3101177","31","177","1"
"3102055","31","55","2"
"3102153","31","153","2"
"3103001","31","1","3"
"3103003","31","3","3"
"3103005","31","5","3"
"3103007","31","7","3"
"3103009","31","9","3"
"3103011","31","11","3"
"3103013","31","13","3"
"3103015","31","15","3"
"3103017","31","17","3"
"3103019","31","19","3"
"3103027","31","27","3"
"3103029","31","29","3"
"3103031","31","31","3"
"3103033","31","33","3"
"3103035","31","35","3"
"3103041","31","41","3"
"3103043","31","43","3"
"3103045","31","45","3"
"3103047","31","47","3"
"3103049","31","49","3"
"3103051","31","51","3"
"3103057","31","57","3"
"3103059","31","59","3"
"3103061","31","61","3"
"3103063","31","63","3"
"3103065","31","65","3"
"3103067","31","67","3"
"3103069","31","69","3"
"3103071","31","71","3"
"3103073","31","73","3"
"3103075","31","75","3"
"3103077","31","77","3"
"3103079","31","79","3"
"3103081","31","81","3"
"3103083","31","83","3"
"3103085","31","85","3"
"3103087","31","87","3"
"3103089","31","89","3"
"3103091","31","91","3"
"3103093","31","93","3"
"3103095","31","95","3"
"3103097","31","97","3"
"3103099","31","99","3"
"3103101","31","101","3"
"3103103","31","103","3"
"3103105","31","105","3"
"3103107","31","107","3"
"3103111","31","111","3"
"3103113","31","113","3"
"3103115","31","115","3"
"3103117","31","117","3"
"3103121","31","121","3"
"3103123","31","123","3"
"3103125","31","125","3"
"3103127","31","127","3"
"3103129","31","129","3"
"3103133","31","133","3"
"3103135","31","135","3"
"3103137","31","137","3"
"3103139","31","139","3"
"3103145","31","145","3"
"3103147","31","147","3"
"3103149","31","149","3"
"3103151","31","151","3"
"3103157","31","157","3"
"3103161","31","161","3"
"3103163","31","163","3"
"3103165","31","165","3"
"3103169","31","169","3"
"3103171","31","171","3"
"3103175","31","175","3"
"3103179","31","179","3"
"3103181","31","181","3"
"3103183","31","183","3"
"3103185","31","185","3"
"3201003","32","3","1"
"3202001","32","1","2"
"3202005","32","5","2"
"3202007","32","7","2"
"3202011","32","11","2"
"3202013","32","13","2"
"3202015","32","15","2"
"3202019","32","19","2"
"3202027","32","27","2"
"3202029","32","29","2"
"3202031","32","31","2"
"3202510","32","510","2"
"3203003","32","3","3"
"3204003","32","3","4"
"3204009","32","9","4"
"3204017","32","17","4"
"3204019","32","19","4"
"3204021","32","21","4"
"3204023","32","23","4"
"3204033","32","33","4"
"3301001","33","1","1"
"3301003","33","3","1"
"3301009","33","9","1"
"3301011","33","11","1"
"3301013","33","13","1"
"3301015","33","15","1"
"3301017","33","17","1"
"3302001","33","1","2"
"3302005","33","5","2"
"3302007","33","7","2"
"3302009","33","9","2"
"3302011","33","11","2"
"3302013","33","13","2"
"3302015","33","15","2"
"3302019","33","19","2"
"3401005","34","5","1"
"3401007","34","7","1"
"3401015","34","15","1"
"3402001","34","1","2"
"3402005","34","5","2"
"3402007","34","7","2"
"3402009","34","9","2"
"3402011","34","11","2"
"3402015","34","15","2"
"3402029","34","29","2"
"3402033","34","33","2"
"3403005","34","5","3"
"3403029","34","29","3"
"3404021","34","21","4"
"3404025","34","25","4"
"3404029","34","29","4"
"3405003","34","3","5"
"3405031","34","31","5"
"3405037","34","37","5"
"3405041","34","41","5"
"3406023","34","23","6"
"3406025","34","25","6"
"3407013","34","13","7"
"3407019","34","19","7"
"3407027","34","27","7"
"3407035","34","35","7"
"3407039","34","39","7"
"3407041","34","41","7"
"3408003","34","3","8"
"3408013","34","13","8"
"3408017","34","17","8"
"3408039","34","39","8"
"3409003","34","3","9"
"3409017","34","17","9"
"3409031","34","31","9"
"3410013","34","13","10"
"3410017","34","17","10"
"3410039","34","39","10"
"3411013","34","13","11"
"3411027","34","27","11"
"3411031","34","31","11"
"3411037","34","37","11"
"3412021","34","21","12"
"3412023","34","23","12"
"3412035","34","35","12"
"3412039","34","39","12"
"3501001","35","1","1"
"3501043","35","43","1"
"3501049","35","49","1"
"3501057","35","57","1"
"3501061","35","61","1"
"3502001","35","1","2"
"3502003","35","3","2"
"3502005","35","5","2"
"3502006","35","6","2"
"3502011","35","11","2"
"3502013","35","13","2"
"3502015","35","15","2"
"3502017","35","17","2"
"3502019","35","19","2"
"3502023","35","23","2"
"3502025","35","25","2"
"3502027","35","27","2"
"3502029","35","29","2"
"3502031","35","31","2"
"3502035","35","35","2"
"3502041","35","41","2"
"3502051","35","51","2"
"3502053","35","53","2"
"3502061","35","61","2"
"3503001","35","1","3"
"3503007","35","7","3"
"3503009","35","9","3"
"3503021","35","21","3"
"3503028","35","28","3"
"3503031","35","31","3"
"3503033","35","33","3"
"3503037","35","37","3"
"3503039","35","39","3"
"3503041","35","41","3"
"3503043","35","43","3"
"3503045","35","45","3"
"3503047","35","47","3"
"3503049","35","49","3"
"3503055","35","55","3"
"3503059","35","59","3"
"3601103","36","103","1"
"3602059","36","59","2"
"3602103","36","103","2"
"3603059","36","59","3"
"3603081","36","81","3"
"3603103","36","103","3"
"3604059","36","59","4"
"3605059","36","59","5"
"3605081","36","81","5"
"3606081","36","81","6"
"3607047","36","47","7"
"3607061","36","61","7"
"3607081","36","81","7"
"3608047","36","47","8"
"3608081","36","81","8"
"3609047","36","47","9"
"3610047","36","47","10"
"3610061","36","61","10"
"3611047","36","47","11"
"3611085","36","85","11"
"3612047","36","47","12"
"3612061","36","61","12"
"3612081","36","81","12"
"3613005","36","5","13"
"3613061","36","61","13"
"3614005","36","5","14"
"3614081","36","81","14"
"3615005","36","5","15"
"3616005","36","5","16"
"3616119","36","119","16"
"3617087","36","87","17"
"3617119","36","119","17"
"3618027","36","27","18"
"3618071","36","71","18"
"3618079","36","79","18"
"3618119","36","119","18"
"3619007","36","7","19"
"3619021","36","21","19"
"3619025","36","25","19"
"3619027","36","27","19"
"3619039","36","39","19"
"3619057","36","57","19"
"3619077","36","77","19"
"3619083","36","83","19"
"3619095","36","95","19"
"3619105","36","105","19"
"3619111","36","111","19"
"3620001","36","1","20"
"3620057","36","57","20"
"3620083","36","83","20"
"3620091","36","91","20"
"3620093","36","93","20"
"3621019","36","19","21"
"3621031","36","31","21"
"3621033","36","33","21"
"3621035","36","35","21"
"3621041","36","41","21"
"3621043","36","43","21"
"3621045","36","45","21"
"3621049","36","49","21"
"3621089","36","89","21"
"3621091","36","91","21"
"3621113","36","113","21"
"3621115","36","115","21"
"3622007","36","7","22"
"3622017","36","17","22"
"3622023","36","23","22"
"3622043","36","43","22"
"3622053","36","53","22"
"3622065","36","65","22"
"3622075","36","75","22"
"3622107","36","107","22"
"3623003","36","3","23"
"3623009","36","9","23"
"3623013","36","13","23"
"3623015","36","15","23"
"3623069","36","69","23"
"3623097","36","97","23"
"3623099","36","99","23"
"3623101","36","101","23"
"3623107","36","107","23"
"3623109","36","109","23"
"3623123","36","123","23"
"3624011","36","11","24"
"3624067","36","67","24"
"3624075","36","75","24"
"3624117","36","117","24"
"3625055","36","55","25"
"3626029","36","29","26"
"3626063","36","63","26"
"3627029","36","29","27"
"3627037","36","37","27"
"3627051","36","51","27"
"3627055","36","55","27"
"3627063","36","63","27"
"3627069","36","69","27"
"3627073","36","73","27"
"3627121","36","121","27"
"3701015","37","15","1"
"3701063","37","63","1"
"3701065","37","65","1"
"3701073","37","73","1"
"3701077","37","77","1"
"3701083","37","83","1"
"3701091","37","91","1"
"3701117","37","117","1"
"3701131","37","131","1"
"3701147","37","147","1"
"3701181","37","181","1"
"3701185","37","185","1"
"3701187","37","187","1"
"3701195","37","195","1"
"3702069","37","69","2"
"3702085","37","85","2"
"3702101","37","101","2"
"3702127","37","127","2"
"3702183","37","183","2"
"3702195","37","195","2"
"3703013","37","13","3"
"3703029","37","29","3"
"3703031","37","31","3"
"3703041","37","41","3"
"3703049","37","49","3"
"3703053","37","53","3"
"3703055","37","55","3"
"3703079","37","79","3"
"3703095","37","95","3"
"3703103","37","103","3"
"3703107","37","107","3"
"3703133","37","133","3"
"3703137","37","137","3"
"3703139","37","139","3"
"3703143","37","143","3"
"3703147","37","147","3"
"3703177","37","177","3"
"3704063","37","63","4"
"3704135","37","135","4"
"3704183","37","183","4"
"3705003","37","3","5"
"3705005","37","5","5"
"3705009","37","9","5"
"3705011","37","11","5"
"3705035","37","35","5"
"3705067","37","67","5"
"3705169","37","169","5"
"3705171","37","171","5"
"3705189","37","189","5"
"3705193","37","193","5"
"3705197","37","197","5"
"3706001","37","1","6"
"3706033","37","33","6"
"3706037","37","37","6"
"3706081","37","81","6"
"3706105","37","105","6"
"3706145","37","145","6"
"3706151","37","151","6"
"3706157","37","157","6"
"3707017","37","17","7"
"3707019","37","19","7"
"3707047","37","47","7"
"3707061","37","61","7"
"3707101","37","101","7"
"3707129","37","129","7"
