fips-short,state,color_bucket,audit,audit_bucket,5_color_bucket
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55087,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55089,Wisconsin,-1,4,0,1
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55091,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,-1,4,0,1
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55093,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55095,Wisconsin,1,4,0,3
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55097,Wisconsin,-1,4,0,1
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55099,Wisconsin,1,4,0,3
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55101,Wisconsin,-1,4,0,1
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55103,Wisconsin,1,4,0,3
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55105,Wisconsin,-1,4,0,1
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55107,Wisconsin,1,4,0,3
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55111,Wisconsin,-1,4,0,1
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55113,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55115,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55117,Wisconsin,1,4,0,3
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55109,Wisconsin,-1,4,0,1
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55119,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,-1,4,0,1
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55121,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55123,Wisconsin,1,4,0,3
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55125,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55127,Wisconsin,-1,4,0,1
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,-1,4,0,1
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55129,Wisconsin,1,4,0,3
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55131,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55133,Wisconsin,-1,4,0,1
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,-1,4,0,1
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,-1,4,0,1
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,-1,4,0,1
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55135,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55137,Wisconsin,1,4,0,3
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55139,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
55141,Wisconsin,-1,4,0,1
54001,West Virginia,-1,2,0,1
54003,West Virginia,1,2,0,3
54005,West Virginia,1,2,0,3
54007,West Virginia,1,2,0,3
54009,West Virginia,1,2,0,3
54011,West Virginia,1,2,0,3
54013,West Virginia,1,2,0,3
54015,West Virginia,1,2,0,3
54017,West Virginia,1,2,0,3
54019,West Virginia,-1,2,0,1
54021,West Virginia,1,2,0,3
54023,West Virginia,1,2,0,3
54025,West Virginia,1,2,0,3
54027,West Virginia,1,2,0,3
54029,West Virginia,1,2,0,3
54031,West Virginia,1,2,0,3
54033,West Virginia,-1,2,0,1
54035,West Virginia,1,2,0,3
